palabra;valencia
golpear;0,28
golpeador;0,354
descomunal;0,214
trueno;0,296
rayo;0,418
tronido;0,39
tremendo;0,337
tormenta;0,135
atónito;0,194
frustrar;0,281
gracias;0,562
tomillo;0,561
tiroides;0,234
tiara;0,719
tibia;0,45
tic;0,271
garrapata;0,521
marcado;0,469
corazón;0,479
boleto;0,684
cosquillas;0,76
cosquilloso;0,823
de marea;0,592
marea;0,24
golosina;0,552
marea;0,541
noticias;0,61
ordenado;0,76
Corbata;0,663
nivel;0,52
pelea;0,531
Tigre;0,479
apretar;0,388
opresión;0,344
cuerda de equilibrista;0,354
medias;0,583
tilde;0,52
teja;0,429
embaldosado;0,6
hasta;0,49
labranza;0,552
caña del timón;0,448
inclinación;0,365
madera;0,332
tierra de madera;0,55
timbre;0,46
tiempo;0,604
eterno;0,408
oportunidad;0,76
oportuno;0,865
se acabó el tiempo;0,344
reloj;0,65
Temporizador;0,469
veces;0,49
calendario;0,561
Perdedores de tiempo;0,391
tímido;0,327
timidez;0,333
momento;0,521
estaño;0,469
tintura;0,44
púa;0,438
papel de estaño;0,448
tinte;0,469
hormigueo;0,46
gitano;0,396
retocando;0,531
tintinear;0,562
campanilleo;0,612
tinnitus;0,384
oropel;0,663
tinte;0,582
diminuto;0,479
propina;0,708
volquete;0,427
informante;0,49
achispado;0,51
punta del pie;0,51
diatriba;0,378
neumático;0,438
cansado;0,125
cansancio;0,387
cansado de ello;0,3
incansable;0,657
cansado;0,24
agotador;0,153
tejido;0,558
tisthetemporada;0,646
teta;0,402
titán;0,598
titánico;0,427
titanio;0,52
diezmo;0,507
título;0,708
noble;0,677
teta;0,561
titular;0,704
sapo;0,302
tostada;0,74
tostadora;0,542
tostado;0,698
tabaco;0,327
toby;0,427
tod;0,469
Este Dia;0,806
niño pequeño;0,812
dedo del pie;0,406
uña del dedo del pie;0,53
caramelo;0,658
tofu;0,521
toga;0,698
juntos;0,874
unión;0,906
esfuerzo;0,558
inodoro;0,49
fatigas;0,48
simbólico;0,51
tolerable;0,75
tolerancia;0,875
tolerante;0,765
tolerar;0,724
tolerancia;0,776
peaje;0,296
tomahawk;0,51
tomate;0,55
Tomates;0,615
tumba;0,112
lápida sepulcral;0,204
gato;0,52
a mi;0,429
mañana;0,792
tonelada;0,56
tono;0,551
virador;0,448
lengua;0,475
tenazas;0,5
lengua;0,542
tónico;0,541
tonelaje;0,323
anginas;0,347
muy frío;0,42
herramienta;0,49
caja de herramientas;0,531
estampación;0,51
demasiadas cosas que hacer;0,42
sonar;0,5
diente;0,439
dolor de muelas;0,188
cepillo de dientes;0,517
dentado;0,449
sin dientes;0,312
pasta dental;0,51
palillo de dientes;0,561
pitidos;0,552
parte superior;0,76
topacio;0,643
tema;0,52
actual;0,561
top-less;0,625
topográfico;0,604
topografía;0,469
derrocar;0,198
lado superior;0,708
colina;0,337
antorcha;0,531
tormento;0,057
atormentado;0,071
Rasgado;0,153
tornado;0,26
torpedo;0,219
esfuerzo de torsión;0,466
torrente;0,541
tórrido;0,281
torsión;0,312
torso;0,408
agravio;0,229
tortuoso;0,312
tortuga;0,673
tortuoso;0,194
tortura;0,115
torturado;0,062
sacudida;0,418
nene;0,602
total;0,771
totalidad;0,688
totalmente;0,82
totalizador;0,51
tótem;0,639
tocar;0,646
aterrizaje;0,667
tocado;0,592
conmovedor;0,76
quisquilloso;0,323
pese;0,344
endurecer;0,458
tenacidad;0,552
peluquín;0,323
recorrido;0,663
turismo;0,823
turista;0,745
turmalina;0,448
torneo;0,694
torniquete;0,335
revendedor;0,48
remolcar;0,531
toalla;0,63
torre;0,606
imponente;0,5
pueblo;0,551
casa adosada;0,622
municipio;0,531
gente del pueblo;0,677
tóxico;0,008
toxicidad;0,104
toxicología;0,302
toxina;0,115
juguete;0,878
creador de juguetes;0,755
rastro;0,573
rastreable;0,602
trazador;0,573
huellas;0,482
tráquea;0,448
rastreo;0,418
pista;0,448
rastreador;0,398
tracto;0,406
manejable;0,635
tracción;0,429
tractor;0,449
comercio;0,561
marca comercial;0,667
comerciante;0,562
artesano;0,531
comercio;0,635
tradicion;0,83
tradicional;0,677
tráfico;0,323
semáforo;0,49
tráfico;0,25
tragedias;0,1
tragedia;0,052
trágico;0,048
sendero;0,6
remolque;0,541
tren;0,666
juego de trenes;0,604
entrenado;0,771
aprendiz;0,627
entrenador;0,698
capacitación;0,714
rasgo;0,469
traidor;0,112
trayectoria;0,653
tranvía;0,667
vagabundo;0,108
pisotear;0,235
trampolín;0,604
tranvía;0,615
trance;0,469
tranquilo;0,917
tranquilidad;0,84
tranquilizante;0,51
tramitar;0,521
transacción;0,65
transatlántico;0,724
transceptor;0,51
trascender;0,604
trascendencia;0,656
trascendente;0,667
trascendental;0,635
transcribir;0,5
transcriptor;0,49
transcripción;0,639
transferir;0,702
transferencia;0,592
transferido;0,48
paralizado;0,427
transformar;0,735
transformación;0,796
transformador;0,582
transfusión;0,417
transgresión;0,158
transitorio;0,51
transistor;0,48
tránsito;0,439
transición;0,605
transicional;0,573
transitivo;0,479
transitorio;0,438
traducir;0,604
traducción;0,633
traductor;0,76
translocación;0,367
translúcido;0,6
transmisión;0,688
transmitir;0,836
transmisor;0,52
transmutación;0,438
travesaño;0,375
transparencia;0,847
transparente;0,542
trasplante;0,445
transpondedor;0,564
transporte;0,613
transportación;0,667
transportador;0,615
transponer;0,44
transposición;0,312
transexual;0,264
transverso;0,429
travestido;0,27
trampa;0,104
trampilla;0,094
trapecio;0,542
atrapado;0,135
trampero;0,296
captura;0,333
adornos;0,458
trampas;0,235
basura;0,163
baja calidad;0,071
trauma;0,112
traumático;0,062
dolores del parto;0,5
viajar;0,931
viajero;0,837
de viaje;0,9
atravesar;0,571
parodia;0,354
red barredera;0,255
barco de jabeguero;0,316
bandeja;0,549
traicionero;0,112
traición;0,104
huella;0,51
rueda de andar;0,459
traición;0,094
tesoro;0,927
atesorado;0,849
tesorero;0,694
tesoros;0,867
tesorería;0,812
tratar;0,573
tratable;0,78
tratado;0,604
tratamiento;0,663
tratado;0,646
triplicar;0,358
árbol;0,67
árboles;0,653
emigrar;0,469
conducción;0,299
temblar;0,177
temblor;0,177
enorme;0,6
tremendamente;0,719
temblor;0,104
zanja;0,429
tendencia;0,625
tendencias;0,75
de moda;0,713
miedo;0,582
pecado;0,229
tríada;0,469
triaje;0,398
prueba;0,438
triángulo;0,562
triangular;0,43
triatlón;0,521
tribal;0,417
tribu;0,664
tribulación;0,448
tribunal;0,41
tribuna;0,61
afluente;0,615
tributo;0,684
truco;0,542
astucia;0,146
chorrito;0,5
embaucador;0,375
difícil;0,219
triciclo;0,633
tridente;0,403
nimiedad;0,271
insignificante;0,375
trigonometría;0,438
generar;0,271
trigonometría;0,396
billones;0,592
trilogía;0,615
recortar;0,5
trimestre;0,783
recortadora;0,26
guarnición;0,5
trígono;0,396
trinidad;0,635
baratija;0,521
trío;0,521
viaje;0,875
tripartito;0,5
callos;0,312
triple;0,585
trillizo;0,622
triplicado;0,684
trípode;0,406
tropezando;0,276
trillado;0,458
tritio;0,412
triunfo;0,969
triunfante;0,949
trivialidades;0,69
trivial;0,406
Troll;0,378
carretilla;0,562
trombón;0,562
tropa;0,375
soldado;0,458
tropas;0,385
trofeo;0,947
trópico;0,74
tropical;0,74
zona tropical;0,74
trote;0,531
problema;0,135
preocupado;0,167
alborotador;0,26
nubes;0,051
molesto;0,283
canal;0,5
compañía;0,625
pantalones;0,625
trucha;0,516
paleta;0,47
tregua;0,688
camión;0,531
camionero;0,494
carga de camión;0,48
agresivo;0,21
VERDADERO;0,896
amor verdadero;0,86
trufa;0,677
perogrullada;0,521
triunfo;0,64
trompeta;0,573
trompetista;0,673
truncar;0,323
truncado;0,316
rodar;0,507
tronco;0,271
braguero;0,521
confianza;0,888
fideicomisario;0,531
confiando;0,857
confiable;0,969
fiel;0,863
verdad;0,971
veraz;0,708
veracidad;0,92
probar;0,604
audiciones;0,49
tsunami;0,042
tina;0,449
tuba;0,542
rechoncho;0,427
tubo;0,418
tuberculosis;0,214
tubería;0,438
tubular;0,458
tubito;0,5
pliegue;0,367
fatigar;0,475
martes;0,469
copetudo;0,5
tirón;0,32
remolcador;0,271
matrícula;0,531
tulipán;0,73
caída;0,276
vaso;0,52
planta rodadora;0,312
barriguita;0,427
tumor;0,102
tumulto;0,271
tumultuoso;0,208
tonel;0,386
atún;0,531
ajustable;0,51
melodía;0,708
sayo;0,531
Afinación;0,719
túnel;0,312
turbante;0,469
turbiedad;0,184
turbina;0,52
turbo;0,583
turbulencia;0,062
turbulento;0,302
zurullo;0,24
césped;0,531
Turquía;0,634
cúrcuma;0,542
confusión;0,198
giro;0,531
Giro de vuelta;0,56
transformado;0,63
torneado;0,51
nabo;0,561
llavero;0,531
apagar;0,312
Rotación;0,49
autopista;0,459
placa giratoria;0,531
trementina;0,32
turquesa;0,786
torreta;0,494
Tortuga;0,291
suéter tipo con cuello de tortuga;0,583
pelea;0,333
tutela;0,393
tutor;0,75
tutoría;0,663
tutú;0,583
esmoquin;0,531
smoking;0,694
televisión;0,622
dos;0,541
coño;0,292
idiotas;0,406
retocar;0,44
tweed;0,51
Pío;0,659
pinzas;0,493
duodécimo;0,521
doce;0,49
vigésimo;0,469
veinte;0,52
bobalicón;0,408
ramita;0,378
crepúsculo;0,622
tela asargada;0,449
mellizo;0,688
enroscarse;0,521
punzada;0,316
centelleo;0,719
mellizos;0,76
giro;0,552
retorcido;0,071
tornado;0,33
estafermo;0,194
contracción nerviosa;0,51
espasmos;0,292
nervioso;0,094
dos;0,52
dos pasos;0,583
dos caras;0,387
doble;0,573
pareja;0,583
magnate;0,682
perro de calle;0,5
escribe;0,5
máquina de escribir;0,542
tifoidea;0,265
tifón;0,323
típico;0,635
típicamente;0,569
mecanógrafo;0,551
error de tipografía;0,224
tipografía;0,48
tiránico;0,167
tiranía;0,112
tirano;0,115
neumático;0,48
ubicuo;0,635
ubicuidad;0,578
fealdad;0,094
feo;0,167
UH oh;0,32
ukelele;0,513
úlcera;0,286
ulterior;0,375
último;0,648
por último;0,385
ultimátum;0,219
del mes pasado;0,375
ultrasonido;0,573
ultravioleta;0,604
umbilical;0,398
umbría;0,408
sombrilla;0,583
árbitro;0,52
tantísimos;0,51
desvergonzado;0,292
sin disminución;0,532
incapaz;0,132
inaceptable;0,133
no acompañado;0,292
inexplicable;0,18
no contabilizado;0,41
no reconocido;0,24
puro;0,57
inafectado;0,542
sin miedo;0,5
sin ayuda;0,29
inalterado;0,571
inequívoco;0,406
unanimidad;0,49
unánime;0,656
por unanimidad;0,686
no anunciado;0,24
sin respuesta;0,276
inesperado;0,255
no apreciado;0,143
no aprobado;0,184
desarmado;0,427
sin ayuda;0,302
modesto;0,49
Sin adjuntar;0,192
inalcanzable;0,22
desesperado;0,255
no atractivo;0,177
no autorizado;0,26
indisponible;0,323
inevitable;0,35
inconsciente;0,208
desequilibrado;0,302
inaguantable;0,125
imbatible;0,735
invicto;0,854
impropio;0,123
incredulidad;0,265
increíble;0,771
imparcial;0,625
no nacido;0,312
sin consolidar;0,354
ilimitado;0,646
irrompible;0,653
desenfrenado;0,396
intacto;0,55
desabotonar;0,479
no llamado;0,344
misterioso;0,469
indiferente;0,177
sin censura;0,438
incierto;0,363
incertidumbre;0,064
indiscutible;0,552
inmutable;0,375
sin alterar;0,49
inexplorado;0,188
desamparado;0,25
incivilizado;0,133
no reclamado;0,316
tío;0,653
inmundo;0,133
poco claro;0,229
incómodo;0,188
poco común;0,459
extraordinariamente;0,626
sin complicaciones;0,74
intransigente;0,32
despreocupado;0,562
incondicional;0,76
inconfirmado;0,334
desconectado;0,188
excesivo;0,208
inconsciente;0,24
inconsciencia;0,177
inconstitucional;0,23
sin restricciones;0,653
incontestado;0,51
incontrolable;0,265
sin control;0,188
poco convencional;0,177
poco convencido;0,409
poco convincente;0,19
crudo;0,312
incooperativo;0,25
no correlacionado;0,333
tosco;0,08
descubrir;0,771
no crítico;0,48
sin cortar;0,448
muertos vivientes;0,367
indeciso;0,286
invicto;0,833
indefinido;0,26
innegable;0,552
menor de edad;0,469
bajo vientre;0,406
clandestino;0,388
tendencia subyacente;0,357
desvalido;0,25
subestimar;0,413
someterse;0,398
de licenciatura;0,583
bajo tierra;0,396
solapado;0,188
subyacer;0,521
estar debajo de;0,323
subrayar;0,48
subyacente;0,48
socavar;0,316
socavado;0,365
debajo;0,45
poco pagado;0,146
calzoncillos;0,448
desamparado;0,167
subestimado;0,208
guion bajo;0,375
submarino;0,545
subsecretario;0,459
sietemesino;0,316
falto de personal;0,148
comprender;0,76
comprensible;0,776
comprensión;0,865
atenuación;0,347
comprendido;0,78
suplente;0,378
emprender;0,796
enterrador;0,363
empresa;0,667
resaca;0,327
ropa interior;0,61
sotobosque;0,51
inframundo;0,177
suscribir;0,416
asegurador;0,571
inmerecido;0,219
indeseable;0,177
no deseado;0,156
indetectable;0,438
desapercibido;0,224
indeterminado;0,265
subdesarrollado;0,292
indigno;0,122
no dirigido;0,33
no revelado;0,479
sin descubrir;0,438
indiscutible;0,646
imperturbable;0,725
indiviso;0,51
deshacer;0,365
ruina;0,219
sin alguna duda;0,592
desnudo;0,438
sin curtir;0,375
indebido;0,156
eterno;0,708
no ganado;0,177
desenterrar;0,427
inquietud;0,19
difícil;0,115
deseducado;0,177
desempleados;0,094
desempleo;0,094
sin trabas;0,604
interminable;0,385
desigual;0,118
inigualable;0,562
inequívoco;0,604
inequívocamente;0,521
poco ético;0,104
desigual;0,125
sin acontecimientos notables;0,51
inesperado;0,5
inesperadamente;0,354
inexplicable;0,26
inexplorado;0,401
indefectible;0,625
injusto;0,173
injusticia;0,17
infiel;0,031
desconocido;0,219
desfavorable;0,133
insensible;0,235
sin restricciones;0,569
inconcluso;0,188
impropio;0,25
inquebrantable;0,667
desplegar;0,612
dejar de seguir;0,281
imprevisto;0,255
inolvidable;0,833
imperdonable;0,276
implacable;0,406
desgraciado;0,073
desafortunadamente;0,104
infundado;0,271
descongelar;0,458
antipático;0,173
incumplido;0,184
sin amueblar;0,316
despegado;0,378
impío;0,296
desagradecido;0,219
sin defensa;0,156
soltar;0,406
infelicidad;0,083
infeliz;0,112
no dañoso;0,74
insalubre;0,115
inaudito;0,344
inútil;0,104
sin obstáculos;0,729
impío;0,327
desenganchar;0,375
unicornio;0,776
no identificado;0,385
unificación;0,688
unificado;0,729
uniforme;0,57
uniformidad;0,745
uniformemente;0,625
no imaginable;0,573
intachable;0,684
sin importancia;0,281
no impresionado;0,198
no mejorado;0,163
no infectado;0,688
no informado;0,156
deshabitado;0,301
no iniciado;0,271
no inspirado;0,163
ininteligible;0,208
involuntario;0,438
sin querer;0,46
desinteresado;0,365
poco interesante;0,153
ininterrumpido;0,5
no invitado;0,09
Unión;0,854
único;0,823
unisexo;0,492
unísono;0,51
unidad;0,562
unitario;0,531
unir;0,781
unido;0,781
unidad;0,837
universal;0,802
universalidad;0,796
universo;0,694
Universidad;0,735
injusto;0,115
injustificable;0,115
injustificado;0,288
cruel;0,135
desconocido;0,347
ilegal;0,094
desatraillar;0,479
no licenciado;0,306
diferente a;0,439
improbable;0,271
ilimitado;0,75
no incluido en listado;0,365
descargar;0,656
descargado;0,469
desbloquear;0,582
desafortunado;0,073
inmanejable;0,177
sin personal;0,235
no notificado;0,416
soltero;0,438
desenmascarar;0,323
sin par;0,776
inequívoco;0,602
no mitigado;0,649
impasible;0,184
sin nombre;0,316
antinatural;0,153
innecesario;0,219
inadvertido;0,302
incontable;0,406
desapercibido;0,398
despejado;0,583
discreto;0,447
desocupado;0,258
no oficial;0,26
sin abrir;0,542
sin oposición;0,615
desordenado;0,224
desorganizado;0,25
heterodoxo;0,34
deshacer;0,531
no pagado;0,3
incomparable;0,708
desagradable;0,122
disgusto;0,062
desenchufar;0,239
desenchufado;0,367
impopular;0,073
sin precedentes;0,5
impredecible;0,429
desprevenido;0,204
no pretencioso;0,51
improductivo;0,1
no profesional;0,042
improductivo;0,163
desprotegido;0,15
no probado;0,296
no provocado;0,565
inédito;0,406
impune;0,292
no cualificado;0,17
incuestionable;0,469
incuestionablemente;0,5
incontestable;0,562
quitar las comillas;0,388
desenmarañar;0,378
inalcanzable;0,208
no leído;0,458
irreal;0,173
poco realista;0,229
irrazonable;0,115
no registrado;0,241
no regulado;0,344
no relacionado;0,302
implacable;0,5
no fidedigno;0,108
insignificante;0,271
impenitente;0,24
no correspondido;0,143
irresoluto;0,135
insensible;0,108
agitación;0,102
desenfrenado;0,385
irrestricto;0,698
poco romántico;0,208
revoltoso;0,24
inseguro;0,115
antihigiénico;0,063
insatisfactorio;0,122
insatisfecho;0,2
desagradable;0,071
indemne;0,625
no programado;0,312
no científico;0,396
destornillar;0,333
poco escrupuloso;0,094
estar a pie;0,229
invisible;0,427
altruista;0,615
inestable;0,208
feo;0,226
no solicitado;0,094
no resuelto;0,146
no sofisticado;0,327
defectuoso;0,146
indecible;0,327
no especificado;0,24
no hablado;0,177
inestable;0,167
Imparable;0,625
fracasado;0,14
inadecuado;0,188
anónimo;0,296
sin supervisión;0,478
sin apoyo;0,26
inseguro;0,143
insuperado;0,694
nada suspicaz;0,302
insostenible;0,255
sin azúcar;0,396
no simpático;0,163
salvaje;0,429
insostenible;0,143
no probado;0,302
inconcebible;0,365
desordenado;0,106
desatar;0,542
prematuro;0,245
intitulado;0,213
incalculable;0,24
intocable;0,49
intacto;0,531
adverso;0,122
imposible de rastrear;0,321
inexperto;0,149
sin traducir;0,271
sin problemas;0,75
FALSO;0,031
indigno de confianza;0,097
no cesado;0,312
no usado;0,344
inusual;0,429
extraordinariamente;0,385
indecible;0,406
quitar el velo;0,439
inauguración;0,569
inconfirmado;0,214
no deseado;0,177
injustificado;0,091
incauto;0,286
sucio;0,365
inquebrantable;0,74
soltera;0,541
molesto;0,115
indispuesto;0,143
reacio;0,302
a regañadientes;0,204
renuencia;0,204
relajarse;0,837
imprudente;0,141
involuntario;0,26
inconscientemente;0,312
indigno de;0,194
desenvolver;0,604
no escrito;0,367
inflexible;0,367
abrir la cremallera;0,378
optimista;0,878
educación;0,677
próximo;0,688
actualizar;0,698
mejora;0,786
convulsión;0,29
cuesta arriba;0,396
defender;0,698
tapicería;0,592
mantenimiento;0,59
meseta;0,719
tierras altas;0,615
edificación;0,656
edificante;0,771
enlace ascendente;0,544
subir;0,638
superior;0,74
uppercut;0,41
engreído;0,465
vertical;0,667
levantamiento;0,561
escándalo;0,271
exclusivo;0,698
decepcionado;0,071
resultado;0,693
piso superior;0,663
recto;0,851
advenedizo;0,449
tenso;0,184
hacia arriba;0,792
uranio;0,375
urbano;0,561
pilluelo;0,417
urgir;0,418
urgencia;0,429
urgente;0,327
urinario;0,214
análisis de orina;0,344
orinar;0,36
micción;0,271
orina;0,375
urna;0,194
usable;0,812
uso;0,646
usar;0,438
usó;0,354
útil;0,833
útilmente;0,65
utilidad;0,806
inútil;0,052
usuario;0,629
ujier;0,521
habitual;0,625
usurpar;0,125
usurpado;0,292
usura;0,344
utensilio;0,573
útero;0,551
utilitario;0,427
