titulo,estilo,artista,id,estrofa
No Descanses,pop,Justin Quiles,id_2227,"Hoy quiero verte así, bailando así (Eh-eh)
¿Qué importa que hoy te conocí? (Uoh)
Bebe Henessy, se pone sexy (Eh-eh-eh-eh)
Y rápido dice que sí
Hoy quiero verte así, bailando así
¿Qué importa que hoy te conocí?
Bebe Henessy, se pone sexy
Y rápido dice que sí"
No Es Ningún Trofeo Noble,rap,Violadores del Verso,id_2228,"Si me apuñalas, no es ningún trofeo noble
Por la espalda, no es ningún trofeo noble
Sin testigos, no es ningún trofeo noble
No, eso no es ningún trofeo noble
Si me apuñalas, no es ningún trofeo noble
Por la espalda, no es ningún trofeo noble
Sin testigos, no es ningún trofeo noble
No, eso no es ningún trofeo noble"
La Importante,pop,Darkiel,id_2231,"No la hable' de amor ni un catorce de febrero (No)
No le des peluche ni chocolate Ferrero (Nah)
Ella se va sola a castigar el mundo entero (Ajá)
Solo pide reggaetón, se cansó de lo' bolero' (Ay, yeh)
Cuida su cuerpo (Yeah), se viste caro (Ja)
Sale en la noche, se da un par de trago'
Con su' amiga' (Yeah) y to' están claro' (Y ahora; yeah)
Que el que se pegue, la pasa malo"
Born,rap,Crneo,id_2234,"Conocía la escencia de la vida
La gente tiene miedo a reconocer que
Gran parte de la vida depende de la suerte
Asusta pensar cuántas cosas se escapan a nuestro control
A nuestro control
Creemos que nunca nos ocurrirá nada especial (Nada especial)
Nada especial
No como en las películas"
Víctimas Del Porno A Tu Laíto,pop,Love of Lesbian,id_2235,"Bebamos por, para, contra y con
O lo nuestro es fantasía
O somos víctimas del porno y sus doblajes
Cuestiónate, o lo haré yo
Si somos tan amigos dime
Por qué no nos damos por el..."
Mi Vida No Va A Cambiar,rap,Farruko,id_2240,"Quieren venir con pikete y no
Bajarme la pauta que tengo y no
Les choca que yo esté ranquea'o
Bien exagerado, que tenga money y mujeres
Quieren venir con pikete y no
Tratar de bajarme la pauta y no
Les choca que yo esté bien ranquea'o
Bien exagerado, que tenga money y mujeres"
Incierta,rap,Poison Kid,id_2241,"Ella sabe que si llama, siempre caigo en su jugada
Nena con carita 'e buena pero una malvada
Quisiera que fueras tú
La que cura mi' herida' (Hey)
Pero no se da, no sé ni donde estás metida
Quisiera que fueras tú
La que cura mi' herida', hey (Acke)
Pero no se da, no sé ni donde estás metida (¡Drip World!)"
Moralito la gota fria - spanglish,pop,Julio Iglesias,id_2242,"Moralito, Moralito, What a guy!
Todo el mundo wants to know who's Moralito
Te fuiste de mañanita
Don't cry for me si no vuelvo
Te fuiste de mañanita
Don't cry for me si no vuelvo"
Saudi Riddim,pop,Yung Beef,id_2248,"Baby, yo quiero estar tranquilo
Vamo' a encerrarnos los do' pa' fumarno' un kilo
(Ah, )
(Yung Beef, Yung Beef)
La-La-La-La Vendicion—"
Llámalo Como Lo Quieras,rap,SFDK,id_2255,"Jarkor la música que saca la fiera
Si el tiempo es lo que cuenta llámalo como lo quieras
Jarkor la música que saca la fiera
Si el tiempo es lo que cuenta piensa llámalo como lo quieras
Jarkor la música que saca la fiera
Si el tiempo es lo que cuenta llámalo como lo quieras
Jarkor la música que saca la fiera
Si el tiempo es lo que cuenta..."
Te Extraño,pop,Kevin Roldn,id_2260,"Mami te extraño (Te extraño)
Estoy borracho y pensando en ti (Pensando en ti)
Y recordarte a ti me hace daño (Me hace daño)
Me mata la curiosidad
(De saber donde y con quien estas) (Ohh)"
Saber Cuando Parar Candombe I,rb,Las Pastillas del Abuelo,id_2261,"No te pongas triste, corazón
Que el sol no va a brillar
Quedate tranquila que va a haber
Tiempo para bailar, para bailar
No te pongas triste, corazón
Que el sol no va a brillar
Quedate tranquila que va a haber
Tiempo para bailar, para bailar"
Toda Esta Ciudad,pop,Kevin Kaarl,id_2266,"Uh-uh-uh-uh
Uh-uh-uh-uh
Uh-uh-uh, uh-uh
Uh-uh-uh-uh
Uh-uh-uh-uh
Uh-uh-uh, uh-uh"
Sopa De Caracol,pop,Los Fabulosos Cadillacs,id_2272,"Con la cintura, muévela
Con la cadera, muévela
Con la cintura, muévela
Con la cadera, muévela
Si tu quieres bailar, sopa de caracol, ¡Hey!"
No Bombardeen Buenos Aires,rock,Charly Garca,id_2273,"Si querés escucharé a la B.B.C
Aunque quieras que lo hagamos de noche
Y si quieres darme un beso alguna vez
Es posible que me suba a tu coche
Pero no bombardeen Buenos Aires"
El Terre,rap,Alemn,id_2274,"Nos fuimos pa'l terre
Pa' que yo se lo entierre
Pa' que nadie se entere
Nos fuimos pa'l terre
Hago que se encuere
Ya no te aferres
Le gusta cómo la trato y la cojo
Ya no te aferres"
El uno el dos el tres,pop,Mecano,id_2276,"Lo que sube habrá de descender
Y aunque mientras la escalada
No es cuestión de mirarse a los pies
No se yo si esta cordada
Ha pensado en la bajada"
No Digas Nada,pop,RBD,id_2278,"Y no digas nada, todo está en calma
Por una vez, no digas nada
No digas nada, todo está en calma
Por esta vez
Apaga la luz y no digas nada"
Nada Más,pop,C-Kan,id_2284,"Perdón si te fallé
Solo quiero que sepas que jamas te olvidaré
Solo paso y no sé si es lo correcto
Solo seguí a mi corazón, y lo que siento
Perdón si te fallé
Solo quiero que sepas que jamas te olvidaré
Solo paso y no sé si es lo correcto
Solo seguí a mi corazón, y lo que siento"
Nena Maldición,rap,Paulo Londra,id_2289,"Ey, baby, no, oh-oh-oh
No ve' que me estoy muriendo
Porque un ratito me regale' tu atención, oh-oh-oh (-ción, -ción)
Estoy perdido en ese azul de tus ojos, yeh
Ey, baby, no, no-oh-oh (No-oh-oh)
No ves que me estoy muriendo
Porque un ratito me regales tu atención, oh-oh-oh-oh (-ció'; uh-oh-oh-oh)
Estoy perdido en el azul de tus ojos, yeh"
Bruja,pop,Orishas,id_2290,"Estate tranquila muchacha, refresca la nota
Que de lejos se te nota que tú vienes a hacerme muy mal
Todos comentan tu caso por el vecindario
Que lo tuyo ya es a diario
Tal vez no, embarcao estoy, me siento muy mal"
Mi Culpa,pop,Loco Escrito,id_2292,"El equivocado soy yo
Ahora estoy ahogado en dolor
Nadando en este mar de sufrimientos
Pero seguro que él no te ama como yo
El equivocado soy yo
Ahora estoy ahogado en dolor
Nadando en este mar de sufrimientos
Pero seguro que él no te ama como yo"
Ayúdame a Imaginar,pop,Soto Asa,id_2293,"Ayúdame a imaginar que te tengo al lado mío (Yeah)
Ayúdame a recordar cuando te lo he metí'o (Huh)
Nos vamo' a Viña del Mar, una hueá de vío
O nos vamos pa'l sur y culiamo' en el río (Damn-Damn—)
Ayúdame a imaginar, ayúdame a imaginar (Ah)
Que estoy tocando tus parte' (Tus parte')"
Planeando El Tiempo,pop,Elsa y Elmar,id_2294,"Y llevo tiempo mirándote en cada esquina
E imaginando que me persigas
Tiempo esperando, el tiempo
Y llevo tiempo perdiendo, mi tiempo
Tiempo perdiendo, el tiempo
Tiempo planeando, (el tiempo, tiempo planeando)"
Agresivo 3,pop,Arcngel,id_2299,"Si ella quiere pelea
Dale con la correa
Asotala en la brea
(duro,duro)
Si viene y frontea
La melo De la Azotea
Yo soy el que la Setea
(duro,duro)"
Asi es la vida,pop,Frank Reyes,id_2300,"Ahora solo quedan los recuerdos
Todo en la casa se ha quedado igual
Esperando quizas el prento regreso
Y continuar de nuevo nuestro amor
Que tanto nos juramos muchas veces
Mi amor"
Na de Na,rap,Doble Porcin,id_2301,"Aquí las niñas de convento pecan por el rap
Aquí los niños venden droga y no es por el trap
Te comes la vida o te comen esa es la verdad
Na' de na', locos por la ciudad
Lo que tengo lo he conseguido pero es por el rap
Aquí los niños hacen drama pero es por el trap
Puse tu alma en una pesa y no pesa na', na' de na', na' de na'"
Intro,rap,Homer el Mero Mero,id_2308,"Sí, jah, estamos en punga
Yeh, sí, estamos en punga
Sí, jah, estamos en punga
Yeh, yeh, estamos en punga
Sí, jah, estamos en punga
Yeh, sí, estamos en punga
Sí, jah, estamos en punga
Yeh, yeh, estamos en punga"
Tu Canción,pop,Eslabon Armado,id_2309,"Mi alma va detrás de un corazón
Y el tuyo me encanta me hace palpitar
Yo soy completamente tuyo
Te veo en los ojos me vuelven loco
Vamos por la playa y baja el sol
Viendo todo el mar besos te he de dar"
Tan guapa,misc,La Oreja de Van Gogh,id_2310,"Tan guapa
Tan serena y clara que tocarte curaba
Tan guapa
Mi chica valiente que me diste la espalda
Mi vida se paró"
Me Arrepiento,pop,Ro Roma,id_2325,"Y no me da remordimiento
Decirte de que ti sí me arrepiento
Antes me habían lastimado pero tú eres diferente
Duele el alma y duele el cuerpo
Y no me da remordimiento
Decirte de que ti sí me arrepiento
Pues de la historia de mi vida sólo quitaría tus hojas...
Para arrancarlas, para quemarlas y arrojarlas por el viento"
Me Matas,pop,RKM & Ken-Y,id_2326,"Pero dale que hoy vamos a hacerlo sin miedo
Hoy, vamos a romper el hielo
Hoy, ya que la noche es perfecta (Uh)
Vamos a hacerlo hasta que amanezca
Hoy, vamos a hacerlo sin miedo
Hoy, vamos a romper el hielo
Hoy ya que la noche es perfecta (Uh)
Vamos a hacerlo hasta que amanezca"
Cocaina,rap,Myke Towers,id_2333,"(Tercer Verso)
Lo que grabo en la cabina suena a la pólvora blanca
Que te tranca la garganta
Prueba un poco a ver si aguanta
Yo soy cuadro regular cabron tu eres banca (X2)"
Usted,rock,Mnica Naranjo,id_2345,"Qué bien está usted en la televisión para hablar de la cultura
Dice que así vendrá un gobierno mejor, bienestar y más altura
Hay que votar, amar, levantar la nación, trabajar, mover dinero
Tiene razón, usted es el líder y yo me chupo el dedo
Me chupo el dedo"
Si Pudiera,rap,HORUS  TIERRA,id_2348,"Si pudiera, la policía corrupta despidiera
O mejor aún los tranco con los mismo' que ellos encierran
Les doy la libertad a los inocentes detra' las rejas
Y la medicina es gratis pa' la gente que 'tá enferma
Si pudiera, el papel moneda no existiera
Culpable de maldad y desigualdad sobre la tierra
Si pudiera, la inocencia yo le devolviera
A esa niñita, hoy ramera que camina por la' acera"
Intro,pop,Romeo Santos,id_2350,"Dominicano soy
De mis raíces yo no voy a olvidarme-e-e
Soy bachatero y lo llevo en la sangre
Le canto al amargue por la gracia de Dios
Dominicano soy"
Cómo Volver a Ser Feliz,pop,Luis Enrique,id_2351,"Solo tú sabes mi amor
Como volver a ser feliz
No te lo voy a repetir
Voy recogiendo las cenizas
Porque esta vida va de prisa, corazón
Y no sanan las heridas"
NASA,rap,Crneo,id_2353,"Ojos pochos como Rocky (Eh)
Smokey, smokey, smokey (¡Yeah!)
Quemo en pipa like cheroqui (Eh)
Baja un rato, dime okey
Pico la hierba con mi rayo láser
Vacilón, autopase
No le busques el mensaje (¡Je, je!)
Dale al play, ven de viaje"
La parabolica,pop,La Sonora Dinamita,id_2361,"La parabólica la parabólica
La parabólica la parabólica
La parabólica la parabólica
La parabólica la parabólica
Y cómo le gusta el baile de la parabólica
Abran campo señores, porque ni tengo ni necesito"
Hazme el Milagro,pop,Javier Sols,id_2368,"Diosito santo no me dejes morir
Hazme el milagro que te voy a pedir
Dame licencia de volver a mirarla
De estrecharla en mis brazos
De besar su frente por última vez"
Pa Kum Pa,rap,Daddy Yankee,id_2371,"Nuevamente saco la furia animal
Si tú no tienes miedo ven sígueme hasta el final, ¡grítalo!
Pa-kum-pa (Oh!) Pa-kum-pa (Hey!)
Pa-kum-pa (Oh!) Pa-kum-pa
Nuevamente saco la furia animal
Si tú no tienes miedo ven sígueme hasta el final, ¡grítalo!
Pa-kum-pa (Oh!) Pa-kum-pa (Hey!)
Pa-kum-pa (Oh!) Pa-kum-pa"
Pecador,rap,Neutro Shorty,id_2372,"One two, three, four, five
One two, three, four, five
I want money on my back
Are you bitching my vibe?
Uh"
Dulce locura,pop,La Oreja de Van Gogh,id_2377,"Sin tu luna, sin tu sol, sin tu dulce locura
Me vuelvo pequeña y menuda
La noche te sueña y se burla
Te intento abrazar
Sin tu luna, sin tu sol, sin tu dulce locura
Llorando como un día de lluvia
Mi alma despega y te busca
En un viaje del que no vuelve nunca"
LK Blade,rap,Gata Cattana,id_2379,"De mañana ""The night don't stop""
Con este colocón no me acuesta ni dios
No me entero ya de na' me he tragao' el altavoz
Me miro al espejo y mi mandíbula no es la mejor
Oh my god como viene (oh)
Oh my god como viene (oh)
Oh my god como viene (oh)
Oh my god como viene"
El fantasma de Canterville,pop,Charly Garca,id_2383,"Y en mi tumba tengo memos
Y cosas que no me hacen mal
Después de muerta nena
Vos me vendrás a visitar
Después de muerta nena
Vos me vendrás a visitar"
Me prefieres,rap,Poison Kid,id_2384,"Nena, yo sé que tú quiere' un hombre como yo
Que te haga sentir lo que ningún otro logró
Yo sé que tá' loca, loca
Que te bese la boca, boca
Que te quite la ropa dentro de mi habitación"
Vivo Desordenao,rap,Duki,id_2385,"Vivo desordena'o, yeah
Jeh, vivo desordena'o, yeah
Vivo desordena'o, yeah
Vivo desordena'o, yeah
Vivo desordena'o, yeah"
Midas,rap,Eladio Carrin,id_2386,"No fue de la noche a la mañana, esto fue poco a poco
Pare' me tiraron la mala, me hice el loco
Yo me hice el loco, yo me hice el loco
Yo soy Midas, se convierte en oro si lo toco
Siempre estoy volando en los cielo', Pidgeotto
Y cuando aterrizo tengo a Dio' de piloto (¡Yeah!)
A Dio' de piloto, casi me volví loco (¡Yeah!)
Siempre hablan lo' que no tienen ni voz ni voto (Shh)"
No Somos Nada,rock,La Polla Records,id_2387,"Somos los nietos de los obreros que nunca pudisteis matar
Somos los nietos de los que perdieron la Guerra Civil
Somos los nietos de los obreros que nunca pudisteis matar
Somos los nietos de los que perdieron la Guerra Civil
¡No somos nada!
¡No somos nada!
Esta ni pal Celta ni nada, pal puto Papa a ver si se muere"
Fajos,rap,Beny Jr,id_2389,"Solo quiero los fajo', fajo' de colore'
Venimo' desde abajo, 'tamos buscando millone'
Tú no ere' de abajo, tú ere' de los ricachone'
Nosotro' somo' pobre', pobre', pero con do' cojone'
Trabajo siempre por montones
La policia se tira en motores
Si vienen conmigo tú aquí no corre'
La película aquí no la montes"
N.A.D.A.,rap,Alcolirykoz,id_2391,"El último en dormirse por favor que apague el foco
El último en dormirse por favor que apague el foco
El último en dormirse por favor que apague el foco
Si el mar ya te conoce pa' que quieres ser famoso
El último en dormirse por favor que apague el foco
El último en dormirse por favor que apague el foco
El último en dormirse por favor que apague el foco
Si el mar ya te conoce pa' que quieres ser famoso"
Si He Sabido Amor,pop,Alejandro Fernndez,id_2395,"Te juro que no
Te dejo jamás
Porque como estás
Hoy me encuentro igual
Sin poder hallar
Quien dó de beber
A mi corazón
Que muere de sed"
Ábranse Perras,pop,Gloria Trevi,id_2397,"¡Ábranse, perras! Que ya llegó la reina
El alma de la fiesta, la que a todos despeina
Que escoge, que toca, que a todos los provoca
Traten de bailar con mi sensualidad
Es un nivel tan alto pero pueden intentar"
La quiero a morir,pop,Sergio Vargas,id_2405,"Cuando trepo a sus ojos y me enfrento al mar
Dos espejos de agua encerrada en cristal
La quiero a morir...
Solo puedo sentarme solo puedo callar
Solo puedo enredarme solo puedo aceptar
Ser solo suyo, ser solo suyo
La quiero a morir..."
La Revancha de los Tímidos,rap,Alcolirykoz,id_2410,"""¿Como están? Hoy les presentaré la primera de una serie de historias. Tomare ventaja de estas ocasiones para darles un prólogo y un epílogo. Así podré mencionarles el título a aquellos que no saben leer y ayudar a aclarar cualquier duda para aquellos que no entiendan los finales, la obra de hoy es una historia muy dulce y se llama venganza.""
Oh
Agita este spray de rimas
Y a pintarle la cara a esos incrédulos se dijo mijo
En el rincón de los callaꞌos
Jannyval, Kaztro, Askahp produce, Gambeta que les dice"
Por Mi Nombre,rap,Duki,id_2415,"Le doy mi corte, mi estilo, mi piquete
¿Hacе cuántos años que Duko le metе?
Y está más duro que todo' esos jinete'
Dice la verdad, con e' resto no se compromete
No tengo enemigo' peligroso', inteligente'
Por eso estoy tan aburrido, yo estoy con mi gente (Hats, Hats)
Me pongo a hacer music para no ser delirante
Lleno 'e delicuente' y menos delirante'"
Kilo Culo,rap,Alemn,id_2416,"A mí no me importa si roba, si mata, si vende, si fuma o si huele
Yo solo quiero papeles
Y una morra que lo pele
Que pegue el culo del piso, cuando el puto ritmo suene
Y que juegue con mi pene
Esa mierda me entretiene"
Las Demás,rock,Babasnicos,id_2418,"Me da igual
Que te sea indiferente
Ya caerás en mis brazos
Me da igual
Que te sea indiferente
Ya caerás en mis brazos"
Ella tiene fuego,pop,Celia Cruz,id_2419,"Tiene fuego
Ella tiene fuego
Tiene fuego, tiene fuego, tiene fuego
Ella tiene fuego
Tiene fuego, tiene fuego, tiene fuego
Ella tiene fuego
En la cintura está muy dura, repite el coro
Ella tiene fuego"
Me Dañas la Mente,pop,Wisin & Yandel,id_2424,"Que me dañas la mente
Oah, oah
Me dañas la mente
Oah, oah
Que me dañas la mente
Oah, oah
Me dañas la mente
Oah, oah (Bebita, lo que pasa es que tú me enredas; ¡Doble!)"
Agarrate,pop,Gloria Trevi,id_2428,"Agárrate, agárrate, agárrate
Porque si no te tiran
Agárrate, agárrate, agárrate
Porque si no te quitan
Agárrate, agárrate, agárrate
Bien
Para que te sientas muy
Bien"
Boca,pop,Francisca Valenzuela,id_2429,"Yo te veo ahí (Bo-Boca, boca)
En este lugar (Bo-Boca, boca)
Y la manera que me miras
Y el modo en que respiras (Dice ven, dice ven, dice ven)
Bo-Boca, boca, bo-boca, boca
Te voy a seguir
Te voy a buscar
Y la música que suena, lo que corre por mis venas"
ROG ELIO,rap,Yung Beef,id_2430,"(Yung Beef, bitch, El Plugg 2)
Eh-you-you-you (Ja; what-what?; shot-out pa' Japanese)
Tú necesitas sonido
El Seco no necesita sonido (Shout-out pa' Gotay)
Favela, ey
Mercurio Retrógrado on this, bitch, ja"
