Título,Reseña,Género,id
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,"Para aumentar la tirada de su periódico, Lord Rawnsley anuncia una carrera aérea y ofrece 10 000 libras a quien logre cruzar el Canal de la Mancha en avión. Pero uno de los participantes, Percy, planea sabotear los aviones de sus competidores. ¿Conseguirá Percy la victoria?",Comedia,id_701
Evan Almighty,"El joven congresista Evan Baxter, cuyo deseo es ""cambiar el mundo"", es escuchado nada menos que por Dios. Cuando Dios se le aparece con la desconcertante petición de construir un arca, Evan está seguro de que está perdiendo la cabeza.",Fantasía,id_702
Enter the Fat Dragon,"Tras ser abandonado por su prometida, el desconsolado policía de Hong Kong, Fallon Zhu, engorda más de 90 kilos. Sus superiores lo degradan a la tarea de escoltar convictos a Japón. Cuando un convicto bajo su custodia muere misteriosamente, debe unirse al ciudadano Thor para resolver el misterio.",Acción,id_703
Sid and Nancy,"Enero de 1978. Tras su éxito en Inglaterra, la banda de punk rock Sex Pistols se embarca en una gira por el sur de Estados Unidos. El temperamental bajista Sid Vicious se ve obligado por sus compañeros a viajar sin su problemática novia, Nancy Spungen, quien lo esperará en Nueva York. Cuando la banda se disuelve y Sid inicia su carrera en solitario en una ciudad hostil, la turbulenta pareja se hunde definitivamente en las profundidades de la drogadicción.",Drama,id_704
The Girl on the Mountain,"Cuando un solitario leñador encuentra a una niña muda vagando sola por el bosque, debe protegerla de las fuerzas del mal que están decididas a acabar con su vida.",Suspenso,id_705
True Legend,"Su Qi-Er, un hombre adinerado que vivió durante la dinastía Qing, pierde su fortuna y reputación a causa de una conspiración. Tras verse obligado a vivir en la calle, Su dedica su vida a las artes marciales y resurge como un héroe patriótico conocido como el ""Rey de los Mendigos"".",Acción,id_706
Dolls,"Dolls toma el arte de las marionetas como su motivo principal, el cual se relaciona temáticamente con la acción de los personajes reales. Entre las historias más destacadas se encuentra la de Matsumoto y Sawako, una joven pareja cuya relación está a punto de romperse por culpa de los padres de él, quienes insisten en que su hijo contraiga matrimonio concertado con la hija de su jefe.",Drama,id_707
Ninja,"Un occidental llamado Casey, que estudia Ninjutsu en Japón, recibe la petición del Sensei de regresar a Nueva York para proteger el legendario Yoroi Bitsu, un cofre blindado que contiene las armas del último ninja Koga.",Acción,id_708
Sinbad and the Eye of the Tiger,"La princesa Farah se niega a casarse con Sinbad hasta que el príncipe Kassim, su hermano, dé su consentimiento. Sin embargo, la malvada madrastra del príncipe, la reina Zenobia, ha transformado a Kassim en un babuino para que su propio hijo sea coronado califa. Sinbad, su tripulación, la princesa y el príncipe transformado viajan a una tierra lejana, superando todos los obstáculos que Zenobia interpone en su camino, en busca del consejo de un sabio legendario que quizás pueda revelar cómo romper el hechizo.",Acción,id_709
Bird Box,"Cinco años después de que una presencia invisible y siniestra llevara a la mayor parte de la sociedad al suicidio, una superviviente y sus dos hijos emprenden un intento desesperado por ponerse a salvo.",Suspenso,id_710
Lesbian Vampire Killers,"Tras haber esclavizado a sus mujeres por una manada de vampiras lesbianas, los hombres que quedan en un pueblo rural envían a dos jóvenes desventurados a los páramos como sacrificio.",Horror,id_711
One Missed Call,"Varias personas comienzan a recibir mensajes de voz de sus yo futuros, mensajes que incluyen la fecha, la hora y algunos detalles de su muerte.",Horror,id_712
Silverado,"Cuatro héroes inesperados se cruzan en su viaje al tranquilo pueblo de Silverado. Lo que no saben es que el pueblo donde viven sus familiares y amigos ha sido tomado por un sheriff corrupto y una banda de asesinos. Este cuarteto de pistoleros expertos deberá salvar el día, pero primero tendrán que liberarse mutuamente de la cárcel y descubrir quiénes son sus verdaderos amigos.",Occidental,id_713
2:22,"La vida de un hombre se desmorona cuando una serie de acontecimientos ominosos se repiten exactamente de la misma manera todos los días, terminando precisamente a las 2:22 p.m.",Drama,id_714
Bratz: Rock Angelz,"Las chicas Bratz han dado con la manera perfecta de expresarse y dar rienda suelta a su creatividad con su propia revista para adolescentes. Yasmin, Chloe, Jade y Sasha se embarcan en una aventura llena de moda cuando su primera tarea en la revista sea volar a Londres para cubrir un concierto de rock espectacular. Por desgracia, las periodistas rivales de la revista YOUR THING han tenido la misma idea. La malvada editora Burdine Maxwell y sus malvadas becarias, las gemelas Kirstee y Kaycee, aparecen justo cuando las Bratz pierden sus entradas para el concierto. ¿Coincidencia? Probablemente no, pero ahora las chicas tienen que encontrar otra forma de entrar, ¡y se dan cuenta de que la única manera de conseguir acceso es convertirse ellas mismas en una banda de rock! Es hora de rockear y salvar la revista, un día de trabajo para estas chicas modernas.",Animación,id_715
Mirage,"Durante una misteriosa tormenta eléctrica, Vera, una joven madre, logra salvar una vida en peligro, pero su buena acción desencadena una inquietante cadena de consecuencias inesperadas.",Ciencia ficción,id_716
Night at the Museum,"El caos reina en el museo de historia natural cuando el vigilante nocturno Larry Daley despierta accidentalmente una antigua maldición, dando vida a Atila el Huno, un ejército de gladiadores, un tiranosaurio rex y otras atracciones.",Acción,id_717
Atlantis: Milo's Return,Milo y Kida se reúnen con sus amigos para investigar extraños sucesos alrededor del mundo que parecen estar relacionados con los secretos de la Atlántida.,Fantasía,id_718
Thor,"Contra la voluntad de su padre Odín, el poderoso Thor, un dios guerrero formidable pero arrogante, reaviva imprudentemente una antigua guerra. Como castigo, Thor es desterrado a la Tierra y obligado a vivir entre los humanos. Una vez allí, Thor descubre lo que significa ser un verdadero héroe cuando el villano más peligroso de su mundo envía a las fuerzas más oscuras de Asgard a invadir la Tierra.",Aventura,id_719
Grown Ups 2,"Lenny ha regresado con su familia al pequeño pueblo donde él y sus amigos crecieron. Esta vez, son los adultos quienes aprenden lecciones de sus hijos en un día lleno de sorpresas: el último día de clases.",Comedia,id_720
Full Speed,"Una familia, junto con su abuelo, se va de vacaciones cuando su coche nuevo no frena y casi choca contra un centenar de coches.",Familia,id_721
Silver Skates,"1899, San Petersburgo en Navidad. Los ríos y canales helados de la capital bullen de actividad festiva. En vísperas del nuevo siglo, personas que no deberían encontrarse, se reúnen. Son personas de mundos distintos: Matvey, hijo de un farolero, cuyo único tesoro son sus patines plateados; Alice, hija de un alto funcionario que sueña con la ciencia. Cada uno tiene su propia historia de vida difícil, pero tras encontrarse por casualidad, avanzan juntos en busca de sus sueños.",romance,id_722
Rescue Dawn,La épica lucha por la supervivencia de un piloto de caza estadounidense tras ser derribado en una misión sobre Laos durante la Guerra de Vietnam.,Aventura,id_723
Downsizing,"Un bondadoso terapeuta ocupacional se somete a un nuevo procedimiento para reducir su tamaño a cuatro pulgadas de altura, de modo que él y su esposa puedan ayudar a salvar el planeta y, al mismo tiempo, permitirse un buen estilo de vida.",Comedia,id_724
Barely Legal,"El adolescente Deacon trabaja en una tienda de videos, y sus amigos, Fred y Matt, venden las películas porno piratas que él consigue. Deacon es despedido, pero a sus amigos se les ocurre la brillante idea de filmar su propia película porno para internet con el fin de ganar dinero y hacerse más populares en la escuela. Se desatan las travesuras mientras eligen el reparto y crean su película, pero Vic Ramalot, un magnate de la industria porno, se pone celoso de su creciente éxito e intenta frenar el proyecto.",Comedia,id_725
Ghost in the Shell,"En un futuro cercano, Major es la primera de su clase: una humana rescatada de un terrible accidente y posteriormente mejorada cibernéticamente para ser una soldado perfecta dedicada a detener a los criminales más peligrosos del mundo.",Ciencia ficción,id_726
Quarantine,Una reportera de televisión y su camarógrafo quedan atrapados dentro de un edificio puesto en cuarentena por los CDC tras el brote de un misterioso virus que convierte a los humanos en asesinos sedientos de sangre.,Horror,id_727
Tramps,Un joven y una joven encuentran el amor en un lugar inesperado mientras llevan a cabo un turbio negocio.,Comedia,id_728
Unbreakable,"Un hombre común y corriente hace un descubrimiento extraordinario cuando un accidente de tren deja a sus compañeros de viaje muertos, pero a él ileso. La respuesta a este misterio podría estar en Elijah Price, un hombre que padece una enfermedad que hace que sus huesos sean tan frágiles como el cristal.",Suspenso,id_729
Blue Thunder,"Los Ángeles, California. El oficial Murphy, un veterano piloto de helicóptero de la Policía Metropolitana que sufre un trauma severo debido a sus duras experiencias durante la Guerra de Vietnam, y Lymangood, su ingenioso nuevo compañero, tienen la tarea de probar un helicóptero experimental avanzado y fuertemente armado conocido como Blue Thunder.",Drama,id_730
Kick-Ass 2,"Tras la increíble valentía de Kick-Ass, que inspira a una nueva oleada de justicieros enmascarados, este se une a una patrulla liderada por el Coronel Estrellas y Barras. Cuando Red Mist, renacido como El Hijo de Puta, persigue a estos superhéroes aficionados, solo Hit-Girl, experta en el manejo de cuchillas, puede evitar su aniquilación.",Acción,id_731
The Stronghold,"Una brigada policial que trabaja en los peligrosos barrios del norte de Marsella, donde el índice de delincuencia es más alto que en cualquier otro lugar de Francia.",Suspenso,id_732
Justice League: Gods and Monsters,"En un universo alternativo, versiones muy diferentes de la Trinidad de DC luchan contra el gobierno después de ser incriminadas por un atentado con bomba en una embajada.",Acción,id_733
That Which Does Not Kill,"Ada tiene 19 años. Acepta cenar en casa de un chico que conoce. Todo sucede muy rápido, ella no se defiende. Es en 2013, tras la proyección de su primera película, cuando Alexe Poukine la conoce: una mujer de su edad que comparte con ella algo que ocurrió nueve años antes y que no sabe qué hacer con ello.",Documental,id_734
Alpha and Omega,"Dos lobos jóvenes, situados en extremos opuestos de la jerarquía social de su manada, se ven obligados a convivir en una tierra extranjera y se necesitan mutuamente para regresar a casa, pero el amor lo complica todo.",Animación,id_735
